"Morrongiello, J.R.1,2, & Thresher, R.E.1 A statistical framework to explore ontogenetic growth variation among individuals and populations: a marine fish example. Ecological Monographs",,,,,,,
"1 CSIRO Marine and Atmospheric Research, Wealth from Oceans Flagship, GPO Box 1538, Hobart, TAS 7001, Australia",,,,,,,
2 email: jrmorrongiello@gmail.com,,,,,,,
FishID,zone,sex,AAC,Cohort,Age,Year,Increment
fish556,I,M,5,2005,5,2005,0.149
fish522,I,F,7,2003,2,2003,0.117
fish522,I,F,7,2003,3,2003,0.177
fish522,I,F,7,2003,4,2003,0.219
fish522,I,F,7,2003,5,2003,0.165
fish522,I,F,7,2003,6,2003,0.241
fish522,I,F,7,2003,7,2003,0.136
fish616,C,M,3,2007,2,2007,0.262
fish616,C,F,3,2007,3,2007,0.283
fish590,B,F,5,2005,2,2005,0.3
fish590,B,M,5,2005,3,2005,0.213
fish590,B,M,5,2005,4,2005,0.221
fish590,B,M,5,2005,5,2005,0.093
fish526,E,F,6,2004,2,2004,0.318
fish526,E,F,6,2004,3,2004,0.229
fish526,E,F,6,2004,4,2004,0.169
fish526,E,M,6,2004,5,2004,0.131
fish526,E,M,6,2004,6,2004,0.134
fish642,H,M,4,2006,2,2006,0.265
fish642,H,M,4,2006,3,2006,0.241
fish642,H,M,4,2006,4,2006,0.203
fish64,F,F,7,2003,2,2003,0.338
fish64,F,F,7,2003,3,2003,0.326
fish64,F,F,7,2003,4,2003,0.165
fish64,F,F,7,2003,5,2003,0.163
fish64,F,F,7,2003,6,2003,0.122
fish64,F,F,7,2003,7,2003,0.088
fish256,C,F,5,2005,2,2005,0.335
fish256,C,F,5,2005,3,2005,0.203
fish256,C,F,5,2005,4,2005,0.136
fish256,C,F,5,2005,5,2005,0.197
fish411,A,F,5,2005,2,2005,0.228
fish411,A,F,5,2005,3,2005,0.313
fish411,A,F,5,2005,4,2005,0.197
fish220,F,F,8,2002,2,2002,0.272
fish220,F,F,8,2002,3,2002,0.222
fish220,F,F,8,2002,4,2002,0.104
fish220,F,F,8,2002,5,2002,0.143
fish220,F,F,8,2002,6,2002,0.16
fish220,F,F,8,2002,7,2002,0.073
fish286,A,F,9,2001,2,2001,0.222
fish286,A,F,9,2001,3,2001,0.201
fish286,A,F,9,2001,4,2001,0.203
fish286,A,F,9,2001,5,2001,0.142
fish286,A,F,9,2001,6,2001,0.126
fish286,A,F,9,2001,7,2001,0.158
fish286,A,F,9,2001,8,2001,0.115
fish23,G,F,9,2001,2,2001,0.245
fish23,G,F,9,2001,3,2001,0.261
fish23,G,F,9,2001,4,2001,0.257
fish23,G,F,9,2001,5,2001,0.089
fish23,G,F,9,2001,6,2001,0.086
fish23,G,F,9,2001,7,2001,0.127
fish23,G,F,9,2001,8,2001,0.107
fish204,I,F,3,2007,2,2007,0.396
fish204,I,F,3,2007,3,2007,0.198
fish733,C,M,3,2007,2,2007,0.357
fish733,C,M,3,2007,3,2007,0.327
fish269,H,F,3,2007,2,2007,0.279
fish269,H,F,3,2007,3,2007,0.172
fish481,A,M,2,2008,2,2008,0.313
fish381,A,M,4,2006,2,2006,0.267
fish381,A,M,4,2006,3,2006,0.231
fish381,A,M,4,2006,4,2006,0.197
fish275,H,M,4,2006,2,2006,0.303
fish275,H,M,4,2006,3,2006,0.231
fish275,H,M,4,2006,4,2006,0.283
fish300,F,F,6,2004,2,2004,0.263
fish300,F,F,6,2004,3,2004,0.245
fish300,F,F,6,2004,4,2004,0.224
fish300,F,F,6,2004,5,2004,0.135
fish300,F,F,6,2004,6,2004,0.175
fish626,F,M,5,2005,2,2005,0.265
fish626,F,M,5,2005,3,2005,0.179
fish626,F,M,5,2005,4,2005,0.152
fish626,F,M,5,2005,5,2005,0.121
fish951,G,F,7,2003,2,2003,0.184
fish951,G,F,7,2003,3,2003,0.245
fish951,G,F,7,2003,4,2003,0.183
fish951,G,F,7,2003,5,2003,0.129
fish951,G,F,7,2003,6,2003,0.114
fish951,G,F,7,2003,7,2003,0.086
fish562,H,F,3,2007,2,2007,0.269
fish562,H,F,3,2007,3,2007,0.208
fish177,B,F,4,2006,2,2006,0.317
fish177,B,F,4,2006,3,2006,0.236
fish177,B,F,4,2006,4,2006,0.158
fish625,C,M,4,2006,2,2006,0.311
fish625,C,M,4,2006,3,2006,0.197
fish625,C,M,4,2006,4,2006,0.162
fish520,E,M,3,2007,2,2007,0.269
fish520,E,M,3,2007,3,2007,0.21
fish290,H,F,3,2007,2,2007,0.275
fish290,H,F,3,2007,3,2007,0.292
fish322,D,M,14,1996,2,1996,0.248
fish322,D,M,14,1996,3,1996,0.311
fish322,D,F,14,1996,4,1996,0.156
fish322,D,F,14,1996,5,1996,0.162
fish322,D,M,14,1996,6,1996,0.105
fish322,D,M,14,1996,7,1996,0.075
fish322,D,F,14,1996,8,1996,0.142
fish322,D,M,14,1996,9,1996,0.079
fish322,D,M,14,1996,10,1996,0.068
fish322,D,M,14,1996,11,1996,0.055
fish322,D,F,14,1996,12,1996,0.031
fish322,D,M,14,1996,13,1996,0.077
fish322,D,F,14,1996,14,1996,0.11
fish139,D,F,12,1998,2,1998,0.29
fish139,D,M,12,1998,3,1998,0.211
fish139,D,M,12,1998,4,1998,0.119
fish139,D,F,12,1998,5,1998,0.152
fish139,D,M,12,1998,6,1998,0.156
fish139,D,F,12,1998,7,1998,0.1
fish139,D,M,12,1998,8,1998,0.131
fish139,D,F,12,1998,9,1998,0.115
fish139,D,F,12,1998,10,1998,0.111
fish139,D,F,12,1998,11,1998,0.096
fish139,D,M,12,1998,12,1998,0.066
fish648,H,F,4,2006,2,2006,0.295
fish648,H,F,4,2006,3,2006,0.212
fish648,H,F,4,2006,4,2006,0.203
fish468,D,F,7,2003,2,2003,0.334
fish468,D,F,7,2003,3,2003,0.225
fish468,D,M,7,2003,4,2003,0.148
fish468,D,F,7,2003,5,2003,0.193
fish468,D,F,7,2003,6,2003,0.138
fish468,D,F,7,2003,7,2003,0.176
fish980,A,F,8,2002,2,2002,0.354
fish980,A,F,8,2002,3,2002,0.269
fish980,A,M,8,2002,4,2002,0.076
fish980,A,F,8,2002,5,2002,0.162
fish980,A,F,8,2002,6,2002,0.131
fish980,A,F,8,2002,7,2002,0.07
fish980,A,F,8,2002,8,2002,0.097
fish258,B,F,6,2004,2,2004,0.238
fish258,B,F,6,2004,3,2004,0.209
fish258,B,M,6,2004,4,2004,0.183
fish258,B,M,6,2004,5,2004,0.171
fish258,B,F,6,2004,6,2004,0.182
fish76,D,M,8,2002,2,2002,0.298
fish76,D,M,8,2002,3,2002,0.154
fish76,D,M,8,2002,4,2002,0.096
fish76,D,M,8,2002,5,2002,0.173
fish76,D,F,8,2002,6,2002,0.124
fish76,D,M,8,2002,7,2002,0.129
fish76,D,F,8,2002,8,2002,0.087
fish187,A,F,4,2006,2,2006,0.283
fish187,A,M,4,2006,3,2006,0.211
fish187,A,F,4,2006,4,2006,0.106
fish205,F,F,9,2001,2,2001,0.296
fish205,F,M,9,2001,3,2001,0.169
fish205,F,M,9,2001,4,2001,0.161
fish205,F,M,9,2001,5,2001,0.092
fish205,F,M,9,2001,6,2001,0.092
fish205,F,M,9,2001,7,2001,0.093
fish205,F,F,9,2001,8,2001,0.065
fish205,F,F,9,2001,9,2001,0.05
fish565,D,F,9,2001,2,2001,0.236
fish565,D,M,9,2001,3,2001,0.262
fish565,D,F,9,2001,4,2001,0.075
fish565,D,F,9,2001,5,2001,0.103
fish565,D,F,9,2001,6,2001,0.119
fish565,D,M,9,2001,7,2001,0.135
fish565,D,M,9,2001,8,2001,0.079
fish565,D,M,9,2001,9,2001,0.099
fish674,H,M,4,2006,2,2006,0.221
fish674,H,F,4,2006,3,2006,0.172
fish674,H,F,4,2006,4,2006,0.119
fish245,I,M,7,2003,2,2003,0.288
fish245,I,M,7,2003,3,2003,0.147
fish245,I,F,7,2003,4,2003,0.16
fish245,I,M,7,2003,5,2003,0.153
fish245,I,F,7,2003,6,2003,0.129
fish245,I,M,7,2003,7,2003,0.135
fish666,B,M,7,2003,2,2003,0.208
fish666,B,F,7,2003,3,2003,0.199
fish666,B,M,7,2003,4,2003,0.168
fish666,B,F,7,2003,5,2003,0.135
fish666,B,M,7,2003,6,2003,0.126
fish666,B,M,7,2003,7,2003,0.106
fish153,A,F,4,2006,2,2006,0.296
fish153,A,M,4,2006,3,2006,0.215
fish153,A,M,4,2006,4,2006,0.196
fish624,G,F,7,2003,2,2003,0.258
fish624,G,M,7,2003,3,2003,0.19
fish624,G,F,7,2003,4,2003,0.107
fish624,G,M,7,2003,5,2003,0.131
fish624,G,F,7,2003,6,2003,0.117
fish624,G,M,7,2003,7,2003,0.145
fish757,I,F,10,2000,2,2000,0.25
fish757,I,M,10,2000,3,2000,0.341
fish757,I,M,10,2000,4,2000,0.195
fish757,I,F,10,2000,5,2000,0.146
fish757,I,M,10,2000,6,2000,0.123
fish757,I,F,10,2000,7,2000,0.153
fish757,I,F,10,2000,8,2000,0.099
fish757,I,F,10,2000,9,2000,0.081
fish757,I,M,10,2000,10,2000,0.099
fish914,I,M,4,2006,2,2006,0.31
fish914,I,M,4,2006,3,2006,0.211
fish715,D,M,6,2004,2,2004,0.265
fish715,D,M,6,2004,3,2004,0.119
fish715,D,M,6,2004,4,2004,0.144
fish715,D,F,6,2004,5,2004,0.099
fish715,D,F,6,2004,6,2004,0.102
fish326,I,F,7,2003,2,2003,0.212
fish326,I,F,7,2003,3,2003,0.195
fish326,I,M,7,2003,4,2003,0.134
fish326,I,M,7,2003,5,2003,0.103
fish326,I,F,7,2003,6,2003,0.103
fish326,I,F,7,2003,7,2003,0.174
fish981,H,M,3,2007,2,2007,0.349
fish981,H,M,3,2007,3,2007,0.258
fish409,D,F,7,2003,2,2003,0.321
fish409,D,M,7,2003,3,2003,0.204
fish409,D,F,7,2003,4,2003,0.172
fish409,D,F,7,2003,5,2003,0.123
fish409,D,M,7,2003,6,2003,0.136
fish409,D,M,7,2003,7,2003,0.103
fish33,G,M,8,2002,2,2002,0.322
fish33,G,M,8,2002,3,2002,0.206
fish33,G,F,8,2002,4,2002,0.169
fish33,G,M,8,2002,5,2002,0.155
fish33,G,M,8,2002,6,2002,0.106
fish33,G,M,8,2002,7,2002,0.114
fish33,G,F,8,2002,8,2002,0.114
fish36,G,M,3,2007,2,2007,0.254
fish36,G,F,3,2007,3,2007,0.276
fish17,B,M,3,2007,2,2007,0.284
fish17,B,M,3,2007,3,2007,0.279
fish950,E,F,11,1999,2,1999,0.19
fish950,E,F,11,1999,3,1999,0.244
fish950,E,M,11,1999,4,1999,0.215
fish950,E,F,11,1999,5,1999,0.134
fish950,E,F,11,1999,6,1999,0.133
fish950,E,M,11,1999,7,1999,0.111
fish950,E,F,11,1999,8,1999,0.099
fish950,E,F,11,1999,9,1999,0.072
fish950,E,M,11,1999,10,1999,0.116
fish950,E,M,11,1999,11,1999,0.086
fish539,I,F,4,2006,2,2006,0.26
fish539,I,M,4,2006,3,2006,0.269
fish539,I,M,4,2006,4,2006,0.184
fish953,B,F,3,2007,2,2007,0.222
fish953,B,F,3,2007,3,2007,0.22
fish170,I,F,2,2008,2,2008,0.24
fish870,G,M,4,2006,2,2006,0.27
fish870,G,M,4,2006,3,2006,0.189
fish870,G,M,4,2006,4,2006,0.154
fish670,J,F,4,2006,2,2006,0.286
fish670,J,F,4,2006,3,2006,0.269
fish670,J,F,4,2006,4,2006,0.205
fish872,D,F,6,2004,2,2004,0.262
fish872,D,F,6,2004,3,2004,0.232
fish872,D,F,6,2004,4,2004,0.16
fish872,D,F,6,2004,5,2004,0.232
fish872,D,F,6,2004,6,2004,0.121
fish100,B,F,7,2003,2,2003,0.204
fish100,B,F,7,2003,3,2003,0.216
fish100,B,F,7,2003,4,2003,0.167
fish100,B,F,7,2003,5,2003,0.104
fish100,B,F,7,2003,6,2003,0.152
fish100,B,F,7,2003,7,2003,0.118
fish78,H,F,5,2005,2,2005,0.235
fish78,H,F,5,2005,3,2005,0.215
fish78,H,F,5,2005,4,2005,0.205
fish78,H,F,5,2005,5,2005,0.154
fish921,B,F,3,2007,2,2007,0.243
fish921,B,F,3,2007,3,2007,0.287
fish24,E,M,4,2006,2,2006,0.288
fish24,E,M,4,2006,3,2006,0.151
fish24,E,M,4,2006,4,2006,0.181
fish736,A,F,3,2007,2,2007,0.303
fish736,A,F,3,2007,3,2007,0.281
fish331,A,M,7,2003,2,2003,0.242
fish331,A,M,7,2003,3,2003,0.179
fish331,A,M,7,2003,4,2003,0.164
fish331,A,M,7,2003,5,2003,0.12
fish331,A,M,7,2003,6,2003,0.109
fish331,A,M,7,2003,7,2003,0.063
fish72,D,F,3,2007,2,2007,0.239
fish72,D,F,3,2007,3,2007,0.219
fish729,I,F,4,2006,2,2006,0.372
fish729,I,F,4,2006,3,2006,0.164
fish729,I,F,4,2006,4,2006,0.183
fish999,B,M,3,1995,2,1995,0.277269
fish999,B,M,3,1995,3,1995,0.177655
fish209,A,M,6,1992,2,1992,0.204555
fish209,A,M,6,1992,3,1992,0.143176
fish209,A,M,6,1992,4,1992,0.115294
fish209,A,M,6,1992,5,1992,0.156672
fish209,A,M,6,1992,6,1992,0.07391
fish363,F,M,5,1993,2,1993,0.23552
fish363,F,M,5,1993,3,1993,0.142732
fish363,F,M,5,1993,4,1993,0.153814
fish363,F,M,5,1993,5,1993,0.080694
fish242,I,F,4,1994,2,1994,0.204727
fish242,I,F,4,1994,3,1994,0.169108
fish242,I,F,4,1994,4,1994,0.109665
fish685,G,M,2,1996,2,1996,0.212944
fish781,E,M,5,1993,2,1993,0.221769
fish781,E,M,5,1993,3,1993,0.13332
fish781,E,M,5,1993,4,1993,0.112799
fish781,E,M,5,1993,5,1993,0.078627
fish418,I,M,6,1992,2,1992,0.201414
fish418,I,M,6,1992,3,1992,0.153141
fish418,I,M,6,1992,4,1992,0.129827
fish418,I,M,6,1992,5,1992,0.11154
fish418,I,M,6,1992,6,1992,0.03727
fish66,B,F,9,1989,2,1989,0.194824
fish66,B,F,9,1989,3,1989,0.172098
fish66,B,F,9,1989,4,1989,0.113742
fish66,B,F,9,1989,5,1989,0.138486
fish66,B,F,9,1989,6,1989,0.10487
fish66,B,F,9,1989,7,1989,0.09425
fish66,B,F,9,1989,8,1989,0.08995
fish66,B,F,9,1989,9,1989,0.07127
fish223,I,F,6,1992,2,1992,0.169231
fish223,I,F,6,1992,3,1992,0.175085
fish223,I,F,6,1992,4,1992,0.119395
fish223,I,F,6,1992,5,1992,0.080582
fish223,I,F,6,1992,6,1992,0.104737
fish766,G,F,13,1985,2,1985,0.333489
fish766,G,F,13,1985,3,1985,0.159047
fish766,G,F,13,1985,4,1985,0.123372
fish766,G,F,13,1985,5,1985,0.13946
fish766,G,F,13,1985,6,1985,0.12571
fish766,G,F,13,1985,7,1985,0.06227
fish766,G,F,13,1985,8,1985,0.08674
fish766,G,F,13,1985,9,1985,0.09073
fish766,G,F,13,1985,10,1985,0.06227
fish766,G,F,13,1985,11,1985,0.0688
fish766,G,F,13,1985,12,1985,0.05457
fish766,G,F,13,1985,13,1985,0.04268
fish926,J,M,6,1992,2,1992,0.267107
fish926,J,M,6,1992,3,1992,0.189891
fish926,J,M,6,1992,4,1992,0.136424
fish926,J,M,6,1992,5,1992,0.13642
fish926,J,M,6,1992,6,1992,0.08313
fish524,D,F,4,1994,2,1994,0.210435
fish524,D,F,4,1994,3,1994,0.188533
fish524,D,F,4,1994,4,1994,0.196598
fish274,G,M,10,1988,2,1988,0.128318
fish274,G,M,10,1988,3,1988,0.220333
fish274,G,M,10,1988,4,1988,0.095263
fish274,G,M,10,1988,5,1988,0.125614
fish274,G,M,10,1988,6,1988,0.09971
fish274,G,M,10,1988,7,1988,0.09916
fish274,G,M,10,1988,8,1988,0.06666
fish274,G,M,10,1988,9,1988,0.08594
fish274,G,M,10,1988,10,1988,0.06665
fish493,J,F,10,1988,2,1988,0.197678
fish493,J,F,10,1988,3,1988,0.130658
fish493,J,F,10,1988,4,1988,0.184353
fish493,J,F,10,1988,5,1988,0.115143
fish493,J,F,10,1988,6,1988,0.10063
fish493,J,F,10,1988,7,1988,0.08591
fish493,J,F,10,1988,8,1988,0.0714
fish493,J,F,10,1988,9,1988,0.06702
fish493,J,F,10,1988,10,1988,0.04812
fish705,I,F,6,1992,2,1992,0.186893
fish705,I,F,6,1992,3,1992,0.144878
fish705,I,F,6,1992,4,1992,0.124897
fish705,I,F,6,1992,5,1992,0.076958
fish705,I,F,6,1992,6,1992,0.08593
fish167,B,M,3,1995,2,1995,0.217265
fish167,B,M,3,1995,3,1995,0.151401
fish655,I,M,6,1992,2,1992,0.22421
fish655,I,M,6,1992,3,1992,0.10083
fish655,I,M,6,1992,4,1992,0.091545
fish655,I,M,6,1992,5,1992,0.127357
fish655,I,M,6,1992,6,1992,0.120717
fish502,G,M,20,1979,2,1979,0.175412
fish502,G,M,20,1979,3,1979,0.226212
fish502,G,M,20,1979,4,1979,0.101004
fish502,G,M,20,1979,5,1979,0.10041
fish502,G,M,20,1979,6,1979,0.08638
fish502,G,M,20,1979,7,1979,0.08579
fish502,G,M,20,1979,8,1979,0.09274
fish502,G,M,20,1979,9,1979,0.0998
fish502,G,M,20,1979,10,1979,0.06734
fish502,G,M,20,1979,11,1979,0.0756
fish502,G,M,20,1979,12,1979,0.04637
fish502,G,M,20,1979,13,1979,0.03559
fish502,G,M,20,1979,14,1979,0.02923
fish502,G,M,20,1979,15,1979,0.03559
fish428,I,M,12,1987,2,1987,0.11595
fish428,I,M,12,1987,3,1987,0.125857
fish428,I,M,12,1987,4,1987,0.159841
fish428,I,M,12,1987,5,1987,0.110137
fish428,I,M,12,1987,6,1987,0.086885
fish428,I,M,12,1987,7,1987,0.09998
fish428,I,M,12,1987,8,1987,0.07149
fish428,I,M,12,1987,9,1987,0.0985
fish428,I,M,12,1987,10,1987,0.08312
fish428,I,M,12,1987,11,1987,0.10694
fish428,I,M,12,1987,12,1987,0.03923
fish761,E,M,17,1982,2,1982,0.23071
fish761,E,M,17,1982,3,1982,0.119845
fish761,E,M,17,1982,4,1982,0.07757
fish761,E,M,17,1982,5,1982,0.083895
fish761,E,M,17,1982,6,1982,0.079569
fish761,E,M,17,1982,7,1982,0.08822
fish761,E,M,17,1982,8,1982,0.09854
fish761,E,M,17,1982,9,1982,0.09022
fish761,E,M,17,1982,10,1982,0.0566
fish761,E,M,17,1982,11,1982,0.06925
fish761,E,M,17,1982,12,1982,0.04827
fish761,E,M,17,1982,13,1982,0.09654
fish761,E,M,17,1982,14,1982,0.03562
fish761,E,M,17,1982,15,1982,0.03795
fish136,B,M,10,1989,2,1989,0.241426
fish136,B,M,10,1989,3,1989,0.13204
fish136,B,M,10,1989,4,1989,0.096922
fish136,B,M,10,1989,5,1989,0.104841
fish136,B,M,10,1989,6,1989,0.085561
fish136,B,M,10,1989,7,1989,0.04648
fish136,B,M,10,1989,8,1989,0.0901
fish136,B,M,10,1989,9,1989,0.07141
fish136,B,M,10,1989,10,1989,0.02947
fish613,D,F,16,1983,2,1983,0.261054
fish613,D,F,16,1983,3,1983,0.196885
fish613,D,F,16,1983,4,1983,0.145474
fish613,D,F,16,1983,5,1983,0.15663
fish613,D,F,16,1983,6,1983,0.18931
fish613,D,F,16,1983,7,1983,0.10443
fish613,D,F,16,1983,8,1983,0.12713
fish613,D,F,16,1983,9,1983,0.08091
fish613,D,F,16,1983,10,1983,0.07732
fish613,D,F,16,1983,11,1983,0.0829
fish613,D,F,16,1983,12,1983,0.05699
fish613,D,F,16,1983,13,1983,0.06616
fish613,D,F,16,1983,14,1983,0.05142
fish613,D,F,16,1983,15,1983,0.0809
fish171,J,F,14,1985,2,1985,0.223741
fish171,J,F,14,1985,3,1985,0.241061
fish171,J,F,14,1985,4,1985,0.108579
fish171,J,F,14,1985,5,1985,0.146458
fish171,J,F,14,1985,6,1985,0.10119
fish171,J,F,14,1985,7,1985,0.10037
fish171,J,F,14,1985,8,1985,0.09136
fish171,J,F,14,1985,9,1985,0.09298
fish171,J,F,14,1985,10,1985,0.06087
fish171,J,F,14,1985,11,1985,0.05348
fish171,J,F,14,1985,12,1985,0.06665
fish171,J,F,14,1985,13,1985,0.05267
fish171,J,F,14,1985,14,1985,0.05925
fish796,G,F,2,1997,2,1997,0.256392
fish224,B,M,2,1997,2,1997,0.235177
fish604,D,M,2,1997,2,1997,0.206453
fish533,E,M,2,1997,2,1997,0.177589
fish545,G,M,2,1997,2,1997,0.18143
fish677,C,M,2,1997,2,1997,0.273215
fish85,D,M,5,1994,2,1994,0.29154
fish85,D,M,5,1994,3,1994,0.208475
fish85,D,M,5,1994,4,1994,0.0904
fish85,D,M,5,1994,5,1994,0.076072
fish272,F,M,5,1994,2,1994,0.192821
fish272,F,M,5,1994,3,1994,0.151516
fish272,F,M,5,1994,4,1994,0.157036
fish272,F,M,5,1994,5,1994,0.101931
fish614,C,M,4,1995,2,1995,0.263371
fish614,C,M,4,1995,3,1995,0.170495
fish614,C,M,4,1995,4,1995,0.131681
fish654,H,M,2,1997,2,1997,0.212052
fish318,A,M,4,1995,2,1995,0.221097
fish318,A,M,4,1995,3,1995,0.131846
fish636,J,M,3,1996,2,1996,0.20004
fish636,J,M,3,1996,3,1996,0.102691
fish228,A,M,8,1992,2,1992,0.269205
fish228,A,M,8,1992,3,1992,0.199795
fish228,A,M,8,1992,4,1992,0.132555
fish228,A,M,8,1992,5,1992,0.1161
fish228,A,M,8,1992,6,1992,0.09964
fish228,A,M,8,1992,7,1992,0.11801
fish228,A,M,8,1992,8,1992,0.09441
fish912,F,F,9,1991,2,1991,0.26796
fish912,F,F,9,1991,3,1991,0.194142
fish912,F,F,9,1991,4,1991,0.107624
fish912,F,F,9,1991,5,1991,0.08438
fish912,F,F,9,1991,6,1991,0.06712
fish912,F,F,9,1991,7,1991,0.0532
fish912,F,F,9,1991,8,1991,0.05585
fish912,F,F,9,1991,9,1991,0.06184
fish735,E,F,5,1995,2,1995,0.270664
fish735,E,F,5,1995,3,1995,0.17069
fish735,E,F,5,1995,4,1995,0.156152
fish735,E,F,5,1995,5,1995,0.09071
fish70,J,F,6,1994,2,1994,0.290149
fish70,J,F,6,1994,3,1994,0.18232
fish70,J,F,6,1994,4,1994,0.154072
fish70,J,F,6,1994,5,1994,0.12326
fish70,J,F,6,1994,6,1994,0.12711
fish149,G,F,2,1998,2,1998,0.214863
fish340,H,M,2,1998,2,1998,0.245509
fish723,H,M,3,1997,2,1997,0.341032
fish723,H,M,3,1997,3,1997,0.134657
fish740,C,M,3,1997,2,1997,0.224738
fish652,H,M,2,1998,2,1998,0.185057
fish551,G,M,3,1997,2,1997,0.288777
fish551,G,M,3,1997,3,1997,0.09807
fish890,D,M,2,1998,2,1998,0.265097
fish213,B,F,2,1998,2,1998,0.274916
fish692,C,F,6,1994,2,1994,0.231418
fish692,C,F,6,1994,3,1994,0.16594
fish692,C,F,6,1994,4,1994,0.141986
fish692,C,F,6,1994,5,1994,0.093613
fish692,C,F,6,1994,6,1994,0.07755
fish977,E,M,11,1989,2,1989,0.240707
fish977,E,M,11,1989,3,1989,0.115795
fish977,E,M,11,1989,4,1989,0.109728
fish977,E,M,11,1989,5,1989,0.101461
fish977,E,M,11,1989,6,1989,0.06833
fish977,E,M,11,1989,7,1989,0.08485
fish977,E,M,11,1989,8,1989,0.06416
fish977,E,M,11,1989,9,1989,0.04974
fish977,E,M,11,1989,10,1989,0.03936
fish977,E,M,11,1989,11,1989,0.05998
fish420,B,M,11,1989,2,1989,0.215306
fish420,B,M,11,1989,3,1989,0.186189
fish420,B,M,11,1989,4,1989,0.124898
fish420,B,M,11,1989,5,1989,0.09501
fish420,B,M,11,1989,6,1989,0.09118
fish420,B,M,11,1989,7,1989,0.08123
fish420,B,M,11,1989,8,1989,0.07432
fish420,B,M,11,1989,9,1989,0.0774
fish420,B,M,11,1989,10,1989,0.0452
fish420,B,M,11,1989,11,1989,0.03907
fish639,F,M,6,1994,2,1994,0.269209
fish639,F,M,6,1994,3,1994,0.182129
fish639,F,M,6,1994,4,1994,0.149021
fish639,F,M,6,1994,5,1994,0.1201
fish639,F,M,6,1994,6,1994,0.07661
fish385,F,F,7,1993,2,1993,0.228787
fish385,F,F,7,1993,3,1993,0.148994
fish385,F,F,7,1993,4,1993,0.139934
fish385,F,F,7,1993,5,1993,0.088429
fish385,F,F,7,1993,6,1993,0.09506
fish385,F,F,7,1993,7,1993,0.08467
fish650,I,F,10,1990,2,1990,0.305501
fish650,I,F,10,1990,3,1990,0.221925
fish650,I,F,10,1990,4,1990,0.101474
fish650,I,F,10,1990,5,1990,0.12711
fish650,I,F,10,1990,6,1990,0.06943
fish650,I,F,10,1990,7,1990,0.08973
fish650,I,F,10,1990,8,1990,0.0964
fish650,I,F,10,1990,9,1990,0.07716
fish650,I,F,10,1990,10,1990,0.04112
fish724,E,F,5,1995,2,1995,0.294496
fish724,E,F,5,1995,3,1995,0.145206
fish724,E,F,5,1995,4,1995,0.16979
fish724,E,F,5,1995,5,1995,0.09079
fish498,J,F,10,1990,2,1990,0.190508
fish498,J,F,10,1990,3,1990,0.125478
fish498,J,F,10,1990,4,1990,0.100048
fish498,J,F,10,1990,5,1990,0.123811
fish498,J,F,10,1990,6,1990,0.09369
fish498,J,F,10,1990,7,1990,0.06034
fish498,J,F,10,1990,8,1990,0.03971
fish498,J,F,10,1990,9,1990,0.03491
fish498,J,F,10,1990,10,1990,0.03971
fish97,B,F,9,1991,2,1991,0.196839
fish97,B,F,9,1991,3,1991,0.12266
fish97,B,F,9,1991,4,1991,0.057788
fish97,B,F,9,1991,5,1991,0.097238
fish97,B,F,9,1991,6,1991,0.063623
fish97,B,F,9,1991,7,1991,0.068765
fish97,B,F,9,1991,8,1991,0.03125
fish97,B,F,9,1991,9,1991,0.04959
fish80,J,F,6,1994,2,1994,0.229035
fish80,J,F,6,1994,3,1994,0.102142
fish80,J,F,6,1994,4,1994,0.09211
fish80,J,F,6,1994,5,1994,0.085335
fish80,J,F,6,1994,6,1994,0.110085
fish49,H,F,4,1996,2,1996,0.235743
fish49,H,F,4,1996,3,1996,0.140583
fish49,H,F,4,1996,4,1996,0.161579
fish957,I,F,6,1994,2,1994,0.201403
fish957,I,F,6,1994,3,1994,0.097814
fish957,I,F,6,1994,4,1994,0.146385
fish957,I,F,6,1994,5,1994,0.125901
fish957,I,F,6,1994,6,1994,0.12176
fish798,J,M,5,1995,2,1995,0.240173
fish798,J,M,5,1995,3,1995,0.144866
fish798,J,M,5,1995,4,1995,0.138605
fish798,J,M,5,1995,5,1995,0.08278
fish842,F,M,5,1995,2,1995,0.275501
fish842,F,M,5,1995,3,1995,0.161688
fish842,F,M,5,1995,4,1995,0.136016
fish842,F,M,5,1995,5,1995,0.12907
fish422,B,M,8,1992,2,1992,0.248399
fish422,B,M,8,1992,3,1992,0.182344
fish422,B,M,8,1992,4,1992,0.074272
fish422,B,M,8,1992,5,1992,0.064077
fish422,B,M,8,1992,6,1992,0.0828
fish422,B,M,8,1992,7,1992,0.07625
fish422,B,M,8,1992,8,1992,0.05814
fish726,D,F,5,1995,2,1995,0.240594
fish726,D,F,5,1995,3,1995,0.136388
fish726,D,F,5,1995,4,1995,0.155546
fish726,D,F,5,1995,5,1995,0.12413
fish479,F,F,4,1996,2,1996,0.234659
fish479,F,F,4,1996,3,1996,0.123929
fish479,F,F,4,1996,4,1996,0.153127
fish879,D,M,8,1992,2,1992,0.19855
fish879,D,M,8,1992,3,1992,0.092461
fish879,D,M,8,1992,4,1992,0.091869
fish879,D,M,8,1992,5,1992,0.104319
fish879,D,M,8,1992,6,1992,0.126835
fish879,D,M,8,1992,7,1992,0.05927
fish879,D,M,8,1992,8,1992,0.08594
fish856,H,F,3,1997,2,1997,0.157723
